"flag","ADDITIONALS","BODY","BOUNDARY","COLLISION","DESIGNSPACE","SETTINGZONE","NONE","Rho","PhaseField","U:0","U:1","U:2","NormalizedPressure","Pressure","Normal:0","Normal:1","Normal:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
256,0,0,0,2,0,0,0,1,7.30387781491e-07,3.80568643288e-09,1.33109428384e-10,0,-4.01958320987e-07,-1.33986106996e-07,0,0,0,1,15.8719997406,15.8719997406,128,0.5
256,0,0,0,2,0,0,0,1,7.30390011034e-07,4.07397489773e-09,1.35266080711e-10,0,-4.01959842903e-07,-1.33986614301e-07,0,0,0,1,16.1280002594,16.1280002594,128,0.5
256,0,0,0,2,0,0,0,1,7.30390011034e-07,4.07397489773e-09,1.35266080711e-10,0,-4.01959842903e-07,-1.33986614301e-07,0,0,0,1,16.3840007782,16.3840007782,128,0.5
256,0,0,0,2,0,0,0,1,7.30390011034e-07,4.07397489773e-09,1.35266080711e-10,0,-4.01959842903e-07,-1.33986614301e-07,0,0,0,1,16.6399993896,16.6399993896,128,0.5
256,0,0,0,2,0,0,0,1,7.30390011034e-07,4.07397489773e-09,1.35266080711e-10,0,-4.01959842903e-07,-1.33986614301e-07,0,0,0,1,16.8959999084,16.8959999084,128,0.5
256,0,0,0,2,0,0,0,1,7.30392412302e-07,4.3467391784e-09,1.37588137515e-10,0,-4.01961482555e-07,-1.33987160852e-07,0,0,0,1,17.1520004272,17.1520004272,128,0.5
256,0,0,0,2,0,0,0,1,7.30392412302e-07,4.3467391784e-09,1.37588137515e-10,0,-4.01961482555e-07,-1.33987160852e-07,0,0,0,1,17.408000946,17.408000946,128,0.5
256,0,0,0,2,0,0,0,1,7.30392412302e-07,4.3467391784e-09,1.37588137515e-10,0,-4.01961482555e-07,-1.33987160852e-07,0,0,0,1,17.6639995575,17.6639995575,128,0.5
256,0,0,0,2,0,0,0,1,7.30392412302e-07,4.3467391784e-09,1.37588137515e-10,0,-4.01961482555e-07,-1.33987160852e-07,0,0,0,1,17.9200000763,17.9200000763,128,0.5
256,0,0,0,2,0,0,0,1,7.30394991735e-07,4.62431537817e-09,1.40081649734e-10,0,-4.01963244508e-07,-1.33987748169e-07,0,0,0,1,18.1760005951,18.1760005951,128,0.5
256,0,0,0,2,0,0,0,1,7.30394991735e-07,4.62431537817e-09,1.40081649734e-10,0,-4.01963244508e-07,-1.33987748169e-07,0,0,0,1,18.4319992065,18.4319992065,128,0.5
256,0,0,0,2,0,0,0,1,7.30394991735e-07,4.62431537817e-09,1.40081649734e-10,0,-4.01963244508e-07,-1.33987748169e-07,0,0,0,1,18.6879997253,18.6879997253,128,0.5
256,0,0,0,2,0,0,0,1,7.30394991735e-07,4.62431537817e-09,1.40081649734e-10,0,-4.01963244508e-07,-1.33987748169e-07,0,0,0,1,18.9440002441,18.9440002441,128,0.5
256,0,0,0,2,0,0,0,1,7.30397756327e-07,4.90705314445e-09,1.42753127134e-10,0,-4.01965133685e-07,-1.33988377895e-07,0,0,0,1,19.2000007629,19.2000007629,128,0.5
256,0,0,0,2,0,0,0,1,7.30397756327e-07,4.90705314445e-09,1.42753127134e-10,0,-4.01965133685e-07,-1.33988377895e-07,0,0,0,1,19.4559993744,19.4559993744,128,0.5
256,0,0,0,2,0,0,0,1,7.30397756327e-07,4.90705314445e-09,1.42753127134e-10,0,-4.01965133685e-07,-1.33988377895e-07,0,0,0,1,19.7119998932,19.7119998932,128,0.5
